,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
2126,0.7456,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,45,45-54,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,3,1,Excellent,,Somewhat better off,Very confident,Once,Yes,1,No,No,,,,,,,,,,,,2022
2127,0.8667,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),62,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
2128,0.5558,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,71,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Never married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
2129,1.3235,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),74,65-74,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,3,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2022
2130,0.6472,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,More than your income,,High school graduate (high school diploma or the equivalent GED),76,75+,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Divorced,1,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,No,No,No,,,,,,,,,2022
2131,0.8573,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),73,65-74,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2132,0.8331,No,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,More than your income,"$50,000 - $99,999",Bachelor's degree or higher,44,35-44,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Now married,3,1,Good,,Somewhat worse off,Somewhat confident,Most or all of the time,No,2,No,No,,,,,,,,,,,,2022
2133,0.6012,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,80,75+,"Other, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2134,1.6127,No,,,,,,,,No,No,No,No,Yes,No,No,No,Less than your income,"Under $50,000",No high school diploma or GED,37,35-44,Hispanic,Female,"Less than $10,000",Not working,Now married,4,2,Good,,Somewhat worse off,Don’t know,Never carried an unpaid balance (always pay in full),No,2,No,Yes,Yes,No,No,,,,,,,,,2022
2135,0.593,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,31,25-34,Hispanic,Male,"$50,000 to $74,999",Working part-time,Now married,2,0,Excellent,No,Much better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2136,1.3061,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,36,35-44,"White, Non-Hispanic",Female,"$150,000 or more",Working part-time,Now married,4,2,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,2,No,No,,,,,,,,,,,,2022
2137,0.8613,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,,Bachelor's degree or higher,64,55-64,"Other, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2138,0.9098,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,35,35-44,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Never married,2,0,Good,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),No,,,,No,No,No,,,,,,,,,2022
2139,1.7077,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),62,55-64,Hispanic,Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2140,0.6542,No,,,,,,,,No,Yes,No,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,63,55-64,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Widowed,1,0,Excellent,,Somewhat better off,Very confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
2141,0.7196,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,Less than your income,,Some college or Associate's degree,75,75+,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2142,1.2838,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",Some college or Associate's degree,31,25-34,"Black, Non-Hispanic",Female,"$50,000 to $74,999",Working part-time,Never married,7,1,Poor,Yes,Somewhat better off,Somewhat confident,Once,No,,,,Yes,Yes,No,,,,,,,,,2022
2143,0.8505,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",High school graduate (high school diploma or the equivalent GED),86,75+,"White, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Now married,3,0,Don’t know,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2144,0.7716,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,50,45-54,"Other, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,3,1,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,No,No,No,,,,,,,,,2022
2145,0.69,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),61,55-64,"Black, Non-Hispanic",Female,"Less than $10,000",Not working,Separated,2,1,Fair,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2146,0.8422,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,33,25-34,"White, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Divorced,4,2,Good,No,About the same,Somewhat confident,Most or all of the time,Yes,2,Yes,No,No,No,No,,,,,,,,,2022
2147,0.3052,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",Bachelor's degree or higher,61,55-64,"White, Non-Hispanic",Male,"$10,000 to $24,999",Working full-time,Now married,2,0,Good,,Much worse off,Not confident,Most or all of the time,No,,,,Yes,Yes,Yes,,,,,,,,,2022
2148,0.764,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,More than your income,"$500,000 - $999,999",Some college or Associate's degree,60,55-64,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Good,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2149,0.8357,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,More than your income,"Under $50,000",No high school diploma or GED,30,25-34,"White, Non-Hispanic",Female,"Less than $10,000",Working full-time,Now married,1,0,Very poor,Yes,Much better off,Somewhat confident,Never carried an unpaid balance (always pay in full),Yes,1,Yes,Yes,Yes,Yes,Yes,,,,,,,,,2022
2150,0.5987,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,73,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,2,0,Good,,Somewhat better off,Very confident,Once,Yes,,,,No,No,No,,,,,,,,,2022
2151,0.6403,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,79,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,1,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2152,0.2165,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,78,75+,"2+ Races, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Divorced,2,0,Good,,Much worse off,Very confident,Some of the time,No,,,,No,No,No,,,,,,,,,2022
2153,0.9491,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,67,65-74,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2154,1.2287,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),69,65-74,"Black, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Never married,1,0,Good,,About the same,Very confident,Some of the time,Yes,,,,No,Yes,No,,,,,,,,,2022
2155,1.0471,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,62,55-64,"Other, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Never married,4,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2156,0.6913,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,38,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,4,2,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2022
2157,0.6906,No,,,,,,,,Yes,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,30,25-34,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,3,1,Excellent,No,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,1,No,No,,,,,,,,,,,,2022
2158,0.8097,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),63,55-64,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Never married,3,1,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),No,1,No,No,,,,,,,,,,,,2022
2159,0.753,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,81,75+,"Other, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,2,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2160,0.6607,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Some college or Associate's degree,65,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,4,1,Very poor,,About the same,Very confident,Never carried an unpaid balance (always pay in full),No,1,No,Yes,No,Yes,No,,,,,,,,,2022
2161,0.3928,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$500,000 - $999,999",Bachelor's degree or higher,84,75+,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,Good,,About the same,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
2162,0.5987,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,60,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,4,1,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2163,0.7307,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,52,45-54,Hispanic,Male,"$150,000 or more",Working full-time,Now married,6,1,Good,,Much better off,Very confident,Most or all of the time,Yes,,,,No,No,No,,,,,,,,,2022
2164,1.0033,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Some college or Associate's degree,68,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,4,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2165,0.7436,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),62,55-64,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,1,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2166,0.9679,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",No high school diploma or GED,60,55-64,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Never married,1,0,Don’t know,,About the same,Not confident,,Yes,,,,,,,,,,,,,,,2022
2167,0.621,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,34,25-34,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,5,3,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,No,No,No,,,,,,,,,2022
2168,0.7707,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"Under $50,000",Bachelor's degree or higher,52,45-54,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Now married,3,0,Fair,No,About the same,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
2169,1.0748,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$1,000,000 or more",Bachelor's degree or higher,56,55-64,"Other, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
2170,1.0722,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),68,65-74,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2171,0.673,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),63,55-64,"White, Non-Hispanic",Female,"$10,000 to $24,999",Working part-time,Divorced,1,0,Very poor,,Much worse off,Very confident,Most or all of the time,No,,,,Yes,No,No,,,,,,,,,2022
2172,1.3203,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),69,65-74,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,3,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
2173,1.6809,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),58,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working part-time,Now married,4,0,Excellent,,About the same,Very confident,,Yes,,,,,,,,,,,,,,,2022
2174,0.7103,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Some college or Associate's degree,59,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Good,,Somewhat better off,Very confident,Once,No,,,,No,No,No,,,,,,,,,2022
2175,0.8429,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,53,45-54,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,1,0,Don’t know,,Somewhat better off,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2176,1.2689,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,48,45-54,"White, Non-Hispanic",Female,"$150,000 or more",Working part-time,Now married,5,3,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,3,No,No,No,No,No,,,,,,,,,2022
2177,0.5987,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,70,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Working part-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2178,1.0339,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),60,55-64,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Somewhat better off,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
2179,0.9288,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,63,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,3,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2180,1.6358,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,27,25-34,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,3,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
2181,0.963,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",Bachelor's degree or higher,35,35-44,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
